,ConvThread,MessageID,date,UserID,Channel,source,text,is_sarcastic
91,68.0,2066716,2023-06-10,611410091,Drit - Drit.csv,Telegram,Президента чого?))),1
92,69.0,2063977,2023-06-09,566525717,Drit - Drit.csv,Telegram,Господи як ви могли подумати інакше😢,1
93,81.0,2001533,2023-05-21,1551078037,Drit - Drit.csv,Telegram,"Ні, з Парижу блядь. Зараз поїм Круасану, і піду дивитися на Ейфіфеліву башту. А потім буду писати у Твітері, хто є справжні Українці, а хто бидло їбане. Бо мені ж з Хфранції видніше 🤡",1
94,85.0,1983369,2023-05-15,482667099,Drit - Drit.csv,Telegram,"нє, дорогенька, це ти почала про ""політичний досвід"" , а питань про нашого Президента я тобі ніяких не давав, не видумуй)))",1
95,94.0,1909730,2023-04-20,1551078037,Drit - Drit.csv,Telegram,Всі хто на лівому березі - бидло їбане. А східняки - взагалі ментальна русня. Пояснюю за базу,1
96,104.0,1854902,2023-03-30,443492640,Drit - Drit.csv,Telegram,"Ніяк, в Україні нічого не можливо🌝",1
97,106.0,1853044,2023-03-30,352354917,Drit - Drit.csv,Telegram,"Звісно, це ж поліція займається судовим розглядом кримінальних справ🌝🌝🌝",1
98,113.0,1828652,2023-03-19,373539395,Drit - Drit.csv,Telegram,"Ану бігом стрибнув в окоп на захист, спермобак",1
99,121.0,1803141,2023-03-09,939799436,Drit - Drit.csv,Telegram,І взагалі чоловіки кухарі то чоловіки які ніде більше не змогли себе реалізувати,1
100,127.0,1783842,2023-03-02,420205369,Drit - Drit.csv,Telegram,"Блять, а я думав, що генетично обумовленими можуть бути лише фізичні характеристики та певні передумови до тих чи інших психічних станів, а виявляється нація теж визначається генетично",1
101,128.0,1783410,2023-03-02,137312462,Drit - Drit.csv,Telegram,Не всьо так однозначно тут... Треба розслідування.,1
102,130.0,1770935,2023-02-25,399085495,Drit - Drit.csv,Telegram,"а що, так можна було? невже",1
103,134.0,1757244,2023-02-20,1123115525,Drit - Drit.csv,Telegram,"Краще стебло показуй
Якась бджілка оцінить
Та я з цнотою порішаєш",1
104,142.0,1698908,2023-02-02,373539395,Drit - Drit.csv,Telegram,"Там вище теж написали що він продавав сраку за контрактом, а не насправді підтримував",1
105,145.0,1698235,2023-02-02,291058588,Drit - Drit.csv,Telegram,"Ну то ж він знав куди йшов, чи як? 🌚🤌",1
106,146.0,1696867,2023-02-01,541685227,Drit - Drit.csv,Telegram,Я ні разу не хорні і на жаль досі жива,1
107,148.0,1689616,2023-01-31,300272679,Drit - Drit.csv,Telegram,"Інша справа порошенко, золота людина.",1
108,155.0,1658599,2023-01-22,422629354,Drit - Drit.csv,Telegram,"Який кейс? Всі вже забули, новина живе три дні.",1
109,157.0,1643995,2023-01-17,477288352,Drit - Drit.csv,Telegram,Я ж єбашу траву палкою досі,1
110,172.0,1590203,2022-12-29,5890132752,Drit - Drit.csv,Telegram,"Якщо він відкрито вказує на відео, де летить, то колаборант. Інакше, русня би не знала, куди полетіла ракета.",1
111,175.0,1572487,2022-12-22,217821408,Drit - Drit.csv,Telegram,"Точьна, нада ш на опшіпанятнам, фсьо так.😅",1
112,182.0,1552954,2022-12-16,669775779,Drit - Drit.csv,Telegram,"Ну , хтось і гавайську піцу любить))))",1
113,186.0,1547098,2022-12-14,373539395,Drit - Drit.csv,Telegram,"Фемка порвалась, несіть наступну!😁",1
114,207.0,1521031,2022-12-04,708820369,Drit - Drit.csv,Telegram,Я краще сивочолого буду передивлятися 😉,1
115,213.0,1498883,2022-11-25,389048294,Drit - Drit.csv,Telegram,То всьо фотошоп,1
116,214.0,1491184,2022-11-21,266315029,Drit - Drit.csv,Telegram,Герега -  головний спортсмен країни,1
117,215.0,1488820,2022-11-19,6622484,Drit - Drit.csv,Telegram,"здавалось де русня а де айфон, а ні знайшов все ж таки зв‘язок😁",1
118,217.0,1483006,2022-11-16,5345008448,Drit - Drit.csv,Telegram,"Я не здивуюся якщо вони зараз скажуть що якщо це українська ракета, то у відношенні України застосується 5 стаття НАТО, і на нас ше й їх ракети полетять😂",1
119,229.0,1437245,2022-10-20,605349974,Drit - Drit.csv,Telegram,"Справді, щось не подумав про це. Без документів у нас ще за кордон не тікали від суду.",1
120,231.0,1428134,2022-10-16,398581568,Drit - Drit.csv,Telegram,ну а шо),1
121,232.0,1422186,2022-10-14,934176521,Drit - Drit.csv,Telegram,а нічого що у чоловіків є пліва в уретрі?,1
122,242.0,1394852,2022-10-01,5221409309,Drit - Drit.csv,Telegram,крінж це також круто. погодьтесь,1
123,243.0,1387863,2022-09-28,669775779,Drit - Drit.csv,Telegram,"Ну як переможемо так і приїдуть, розберуться хто там шо",1
124,247.0,1368992,2022-09-19,837952501,Drit - Drit.csv,Telegram,"Ай справді, давайте сталіна понатикуємо по всій Україні, це ж пам‘ятник …",1
125,248.0,1362656,2022-09-16,292979181,Drit - Drit.csv,Telegram,"ну звісно, її ж не перевіряють і в гетеро людей",1
126,250.0,1356309,2022-09-13,590053610,Drit - Drit.csv,Telegram,"Нє ну я ржу😁
Федоров маючи 100500 років досвіду в IT: а давайте викинем код, і хай всі наші дані спи*дять, це ж всього лишень документи мілйонів громадян України, так шо фіг з ним
😂",1
127,263.0,1328053,2022-08-29,477678956,Drit - Drit.csv,Telegram,"НІЧОГО НЕ БУЛО1!!1!1!1!1!2!!2 ЄНОТУ МАВ ОСОБИСТО ЗЕЛЕНСЬКИЙ ЗАТЕЛЕФОНУВАТИ І ПІДТВЕРДИТИ ТРИ РАЗИ ПРИ ПОВНОМУ МІСЯЦІ!1!1!1! 
Що ти, бидлолаївець, мий ноги, лягай спать",1
128,265.0,1327719,2022-08-29,384685580,Drit - Drit.csv,Telegram,Взривайте нахуй🙈,1
129,268.0,1323646,2022-08-26,399179378,Drit - Drit.csv,Telegram,Не дарма 25 копійок в школі на червоний хрест здавав,1
130,270.0,1307179,2022-08-19,339620693,Drit - Drit.csv,Telegram,"ахахах нахіба мені старий пентюх? як завжди критика зводиться до двох таборів, а не до критики. добре, хай буде по-твоєму. в Європі і Штатах немає інфляції, бо вони крєпко готувались. а наша держава виносить всю тяжкість війни і населення максимально було підготлене до затяжної війни. і в єдиному етері ніхто не несе нісенітниць про контрнаступи та Крим за місяць, і не натякає на швидку перемогу. і так, нам дадуть гроші покрити всі збитки з комуналкою, високих цін на інші компослуги не буде.",1
131,273.0,1299408,2022-08-16,373539395,Drit - Drit.csv,Telegram,От і я кажу — треба було голосувати за пороха.,1
132,296.0,1197992,2022-07-26,321478347,Drit - Drit.csv,Telegram,то давайте все будем робити як русня,1
133,304.0,1163407,2022-07-18,402557839,Drit - Drit.csv,Telegram,Вигадана країна з штучними недонародами яких разом тримає тільки хуй пойми шо і бажання знищити справжніх слов'ян Українців,1
134,309.0,1144320,2022-07-14,537018800,Drit - Drit.csv,Telegram,крокодил краще,1
135,6.0,3857440,2024-01-07,312780795,FashykDon - FashykDon.csv,Telegram,То Суперліга УЄФА?,1
136,16.0,3835795,2023-12-30,5233991755,FashykDon - FashykDon.csv,Telegram,Зараз Польща як дасть відповідь🙈,1
137,17.0,3829416,2023-12-27,636772722,FashykDon - FashykDon.csv,Telegram,"Ок, ви просто і дуже зрозуміло висловлюєте свою думку - я чесно кажучи не зрозумів нічого, який бодун, розсол та глово😂",1
138,45.0,3774931,2023-12-06,342204950,FashykDon - FashykDon.csv,Telegram,"Їбать вона розумна, її б у депутати",1
139,50.0,3766075,2023-12-02,1567264749,FashykDon - FashykDon.csv,Telegram,"А головне, скока ікспердов в одному чаті! Усьо, срочно видаляю Дію, бо повіііірииила😂😂😂",1
140,75.0,3725703,2023-11-14,5190272131,FashykDon - FashykDon.csv,Telegram,Пішли завтра буквально пиздити ВР,1
141,83.0,3706947,2023-11-07,454213253,FashykDon - FashykDon.csv,Telegram,"Погано, що чмобік трьох лічінусів зробити встиг.",1
142,87.0,3702177,2023-11-05,5487303855,FashykDon - FashykDon.csv,Telegram,Та не тупи 😉,1
143,116.0,3646663,2023-10-12,5775590339,FashykDon - FashykDon.csv,Telegram,Ждьом аткритія бамбас арєни😁,1
144,123.0,3629051,2023-10-07,545476916,FashykDon - FashykDon.csv,Telegram,"Зовсім не заслуга США, які в Ізраїль вливають скажені бабоси з початку його існування. І третій в світі ядерний арсенал Україна теж віддала сама, без жодного тиску від США та інших єбаних гарантів. І мала воєнний та промисловий потанцевал на заздрість усім ізраїлям планети, який мав силою духа Божого клеїти танчики задарма і без ресурсів.",1
145,125.0,3622544,2023-10-04,1049685287,FashykDon - FashykDon.csv,Telegram,"Єрусалим.
Яка це мова?)",1
146,141.0,3582476,2023-09-19,586076239,FashykDon - FashykDon.csv,Telegram,"Не помилюсь якщо припущу,що вони як і всі руські є православні, і суворо дотримуються Святого Писання. 
😂",1
147,150.0,3563624,2023-09-11,1590644536,FashykDon - FashykDon.csv,Telegram,"Дійсно дивно, військові навчання проводять не з бомжуватими, пропитими далбайобами а з кваліфікованими військовими, що мають якісне обладнання. Странно шо пєздєц",1
148,153.0,3552403,2023-09-07,933125947,FashykDon - FashykDon.csv,Telegram,"Якщо Костя - не москаль, то все винні англосакси 🤯",1
149,179.0,3497784,2023-08-19,742414241,FashykDon - FashykDon.csv,Telegram,"Наші діди теж дійшли до Берліна, а ми дійдемо до мацки, поки що.",1
150,218.0,3432335,2023-07-28,362188329,FashykDon - FashykDon.csv,Telegram,"Коли б ракета прилетіла, там би нікого живого не залишилося. Пво руснява однозначно винна, вони ж криворукі. Дали б нормально нашій ракеті прилетіти по цілі, все б було як у людей!",1
151,220.0,3425019,2023-07-26,651930816,FashykDon - FashykDon.csv,Telegram,"Оце вже ніт. Вони і про Чорне море, наче ми реально впевнені, що його укри копали, вірять. Бо сукабєєва по тєлєвізару брехати не може.",1
152,228.0,3400765,2023-07-19,545476916,FashykDon - FashykDon.csv,Telegram,Угу. Понаєхалі! В мій! Дніпро!,1
153,234.0,3400822,2023-07-19,1302716671,FashykDon - FashykDon.csv,Telegram,"І ти хочеш сказати, що це добре, що вони саме російською захищають ?
Вони ж її легітимізують щоб після війни ніхто не пікнув в сторону російської.
Людина може одночасно і робити все правильно і в чомусь іншому помилятися..",1
154,242.0,3389653,2023-07-16,955118357,FashykDon - FashykDon.csv,Telegram,Ось я обісцюсь від сміху як американцям доведеться обирати між Трампом (чи Трампом-молодшим) та Кенеді-молодшим!!!,1
155,252.0,3372809,2023-07-11,5066627820,FashykDon - FashykDon.csv,Telegram,"Ну, ти ж звалив з членінграду до Стокгольму 😆",1
156,264.0,3363121,2023-07-08,492821458,FashykDon - FashykDon.csv,Telegram,"Вони можуть помститись Ердогану та здати свої авіаквитки, розірвати путівки до готелів в Кемері (в Кемері їх завжди було занадто) , при чому, цього року, і не в дорогі готелі. Читала скрін з якогось раша турсайту: бронюють здебільшого  готелі 3-4* цього сезону 😁. Хай помстяться! 👏👏👏",1
157,276.0,3326875,2023-06-28,5228760016,FashykDon - FashykDon.csv,Telegram,А нащо балаклави?🤦‍♀...підтримувальщики....,1
158,277.0,3322478,2023-06-27,110775308,FashykDon - FashykDon.csv,Telegram,Я просто ридаю від горя,1
159,282.0,3304427,2023-06-23,781298819,FashykDon - FashykDon.csv,Telegram,ППО і Авіації в РФ більше не існує,1
160,297.0,3272530,2023-06-15,655264748,FashykDon - FashykDon.csv,Telegram,"Це правильний риг, якщо що, його не треба в смітник!",1
161,303.0,3266560,2023-06-13,5015763972,FashykDon - FashykDon.csv,Telegram,"О білоруси радіють🥴.А ще,чому радується таракан? Тим,що пустив козла в свій город і у власті цього козла ""червона кнопочка""...Зовсім здуріли шизіки старі😡",1
162,316.0,3249142,2023-06-09,5645169256,FashykDon - FashykDon.csv,Telegram,Ета боєвая акула каклов.😁,1
163,317.0,3248828,2023-06-09,5554598083,FashykDon - FashykDon.csv,Telegram,"Ну да,ну да...саме це Ви й хотiли сказать.Вірю.",1
164,318.0,3248822,2023-06-09,923215356,FashykDon - FashykDon.csv,Telegram,"Те, що слухати їхніх пропагандонів - одне задоволення. По їх словам, у нас вся влада, то самі патріоти, бандерівці і націоналісти, які все покладуть на те, щоб винищити москалів до сьомого коліна. Послухаєш, і на душі так спокійно стає.",1
165,321.0,3247993,2023-06-08,1131175631,FashykDon - FashykDon.csv,Telegram,"В ЗМІ не потрапляє і 30% того, як їбашать по Херсону. Це кожен їбаний день з усіх їбаних видів зброї, починаючи з мінометів до артилерії, РСЗВ, скидів з дронів, танків. День в день. Тому прив'язуватися до приїзду будь-кого, ну хз наскільки варто. І оцю хуйню про ""дагаварняки"" постійно несуть саме кацапи, а нащі це підхоплюють.",1
166,326.0,3242237,2023-06-07,5294436766,FashykDon - FashykDon.csv,Telegram,"Тобто,це не терористичний акт,а просто нісчастниє руцкіє мальчікі бєс трусікав пат првнуждєніям нічаянно взарвалі ГЕС? Не розстраюй мене",1
167,371.0,3165988,2023-05-20,533131225,FashykDon - FashykDon.csv,Telegram,"Я счітаю, чьто украінци далжни сагласовивать сваі дєйствія в Українє с расіянамі. Так слажилась істарічєскі 

Ісчо вапроси?",1
